Tag | P(tag|<s>)
' | 0.22058823529411764
'' | 0.008869179600886918
( | 0.12040133779264214
) | 0.08609271523178808
* | 0.026729559748427674
*-HL | 0.25
-- | 0.00718132854578097
. | 0.06599045346062052
ABL | 0.021739130434782608
ABN | 0.07075471698113207
ABN-HL | 1.0
ABX | 0.175
AP | 0.06164789567279194
AP-HL | 0.4666666666666667
AT | 0.08804131408661026
AT-HL | 0.23853211009174313
AT-TL | 0.02857142857142857
AT-TL-HL | 1.0
BE | 0.000980392156862745
BEDZ | 0.0017035775127768314
BEG | 0.008547008547008548
BER | 0.002728512960436562
BER* | 0.1111111111111111
BEZ | 0.0033651149747616375
CC | 0.08062418725617686
CC-HL | 0.0625
CD | 0.04476559746210786
CD-HL | 0.2
CD-TL | 0.00625
CS | 0.09052007899934167
DO | 0.021505376344086023
DO* | 0.04878048780487805
DOD | 0.00909090909090909
DOZ | 0.09782608695652174
DT | 0.1647909967845659
DT+BEZ | 0.26666666666666666
DTI | 0.09048723897911833
DTI-HL | 1.0
DTS | 0.14814814814814814
DTX | 0.29411764705882354
EX | 0.30914826498422715
EX+BEZ | 0.7142857142857143
FW-AT-HL | 1.0
FW-AT-TL | 0.09090909090909091
FW-NNS-TL | 0.4
HVD | 0.01488833746898263
HVG | 0.125
HVZ | 0.001466275659824047
IN | 0.029823074478228625
IN-HL | 0.05084745762711865
IN-TL | 0.002890173410404624
JJ | 0.013021634368912129
JJ-HL | 0.43956043956043955
JJ-TL | 0.022071307300509338
JJ-TL-HL | 0.4
JJR | 0.014814814814814815
JJR-HL | 0.5
JJS | 0.025974025974025976
JJT | 0.019417475728155338
JJT-HL | 0.4
MD | 0.007433102081268583
MD*-HL | 1.0
MD-HL | 0.3333333333333333
NN | 0.007354816767281694
NN$ | 0.006006006006006006
NN$-HL | 0.6666666666666666
NN$-TL | 0.010752688172043012
NN-HL | 0.28415300546448086
NN-TL | 0.0349509680663817
NN-TL-HL | 0.35294117647058826
NNS | 0.01921564220698955
NNS$-HL | 1.0
NNS-HL | 0.2905405405405405
NNS-TL | 0.008077544426494346
NP | 0.07548483341621084
NP$ | 0.09293680297397769
NP$-TL | 0.09090909090909091
NP+BEZ | 0.5
NP-HL | 0.36042402826855124
NP-TL | 0.01394585726004922
NP-TL-HL | 1.0
NPS | 0.003076923076923077
NR | 0.023255813953488372
NR$ | 0.06451612903225806
OD | 0.014736842105263158
PN | 0.1018867924528302
PN+HVZ | 1.0
PN-HL | 0.5
PP$ | 0.06707317073170732
PP$$ | 0.11764705882352941
PP$-HL | 1.0
PPS | 0.29953703703703705
PPS+BEZ | 0.2698412698412698
PPS+BEZ-HL | 1.0
PPS+HVZ | 0.5714285714285714
PPS+MD | 0.4
PPSS | 0.19547169811320755
PPSS+BEM | 0.5
PPSS+BER | 0.030303030303030304
PPSS+HV | 0.23076923076923078
PPSS+MD | 0.24324324324324326
PPSS-HL | 0.5
QL | 0.02733485193621868
RB | 0.09052453468697123
RB+BEZ | 1.0
RB-HL | 0.3076923076923077
RBR | 0.0641025641025641
RP | 0.0038560411311053984
TO | 0.009900990099009901
UH | 0.4117647058823529
VB | 0.010262725779967159
VB-HL | 0.225
VB-TL | 0.06818181818181818
VBD | 0.0026056745801968733
VBD-HL | 0.42857142857142855
VBG | 0.033583563808771234
VBG-HL | 0.6206896551724138
VBG-TL | 0.02564102564102564
VBN | 0.010466222645099905
VBN-HL | 0.14285714285714285
VBN-TL | 0.01639344262295082
VBN-TL-HL | 0.5
VBZ-HL | 0.4406779661016949
WDT | 0.06035665294924554
WDT+BEZ | 1.0
WDT+BEZ-HL | 1.0
WDT-HL | 1.0
WPS | 0.007246376811594203
WQL | 0.75
WRB | 0.13423831070889894
WRB-HL | 0.6666666666666666
`` | 0.23204022988505746
