TagA | TagB | P(tagb|taga)
' | '' | 0.16176470588235295
' | *-HL | 0.014705882352941176
' | , | 0.029411764705882353
' | . | 0.014705882352941176
' | AT | 0.04411764705882353
' | AT-HL | 0.014705882352941176
' | AT-TL | 0.014705882352941176
' | BEZ | 0.014705882352941176
' | CC | 0.014705882352941176
' | DO | 0.014705882352941176
' | DO* | 0.014705882352941176
' | HVD-HL | 0.014705882352941176
' | IN | 0.04411764705882353
' | IN-HL | 0.029411764705882353
' | JJ | 0.058823529411764705
' | JJT-HL | 0.014705882352941176
' | NN | 0.029411764705882353
' | NN-HL | 0.029411764705882353
' | NN-TL | 0.014705882352941176
' | NNS | 0.029411764705882353
' | NNS-HL | 0.014705882352941176
' | NP | 0.07352941176470588
' | PPS+BEZ | 0.014705882352941176
' | PPSS | 0.058823529411764705
' | PPSS+BER | 0.014705882352941176
' | RB | 0.014705882352941176
' | RB-HL | 0.014705882352941176
' | VB | 0.07352941176470588
' | VB-HL | 0.029411764705882353
' | VBN | 0.029411764705882353
' | `` | 0.04411764705882353
'' | ( | 0.003695491500369549
'' | ) | 0.007390983000739098
'' | , | 0.2638580931263858
'' | -- | 0.011086474501108648
'' | . | 0.4042867701404287
'' | .-HL | 0.0007390983000739098
'' | : | 0.0014781966001478197
'' | AT | 0.011825572801182557
'' | BED | 0.0029563932002956393
'' | BEDZ | 0.0066518847006651885
'' | BEDZ* | 0.0007390983000739098
'' | BER | 0.005173688100517369
'' | BEZ | 0.015521064301552107
'' | CC | 0.032520325203252036
'' | CD | 0.0014781966001478197
'' | CS | 0.010347376201034738
'' | DT | 0.0014781966001478197
'' | FW-NN | 0.0014781966001478197
'' | HV | 0.0007390983000739098
'' | HVD | 0.0014781966001478197
'' | HVZ | 0.0029563932002956393
'' | IN | 0.07169253510716925
'' | IN-HL | 0.0014781966001478197
'' | IN-TL | 0.0014781966001478197
'' | JJ | 0.0022172949002217295
'' | JJ-TL | 0.0007390983000739098
'' | MD | 0.0066518847006651885
'' | NN | 0.04138950480413895
'' | NN-TL | 0.0014781966001478197
'' | NNS | 0.013303769401330377
'' | NNS-HL | 0.0007390983000739098
'' | NNS-TL | 0.0007390983000739098
'' | NP | 0.0066518847006651885
'' | NP-HL | 0.0007390983000739098
'' | NP-TL | 0.0007390983000739098
'' | NR | 0.0007390983000739098
'' | PP$ | 0.0022172949002217295
'' | PPO | 0.0014781966001478197
'' | PPS | 0.0022172949002217295
'' | PPSS | 0.003695491500369549
'' | QL | 0.0014781966001478197
'' | RB | 0.008869179600886918
'' | TO | 0.0029563932002956393
'' | VB | 0.0029563932002956393
'' | VBD | 0.004434589800443459
'' | VBG | 0.003695491500369549
'' | VBN | 0.005912786400591279
'' | VBN-TL | 0.0007390983000739098
'' | VBZ | 0.008130081300813009
'' | WDT | 0.005912786400591279
'' | WPS | 0.0029563932002956393
'' | WRB | 0.0022172949002217295
'' | `` | 0.0014781966001478197
( | ( | 0.0033444816053511705
( | * | 0.0033444816053511705
( | , | 0.0033444816053511705
( | ABX | 0.0033444816053511705
( | AP | 0.006688963210702341
( | AT | 0.07357859531772576
( | BEDZ | 0.0033444816053511705
( | CC | 0.023411371237458192
( | CD | 0.11036789297658862
( | CS | 0.030100334448160536
