Tag | Kelime | P(kelime|tag)
. | ! | 0.008353221957040573
.-HL | ! | 0.0392156862745098
NN | $1 | 0.00021256695859195646
NNS | $1 | 0.0001123721766490617
NNS | $1,000 | 0.0003371165299471851
NNS | $1,500 | 0.0003371165299471851
NNS | $1.1 | 0.0003371165299471851
NNS | $10 | 0.0003371165299471851
NNS | $10,000 | 0.0005618608832453085
NNS | $100 | 0.0007866052365434319
NNS | $12,500 | 0.0001123721766490617
NNS-HL | $12,500 | 0.006756756756756757
NNS | $12.50 | 0.0002247443532981234
NNS | $14 | 0.0001123721766490617
NNS-HL | $14 | 0.006756756756756757
NNS | $15,000 | 0.0003371165299471851
NNS | $15,000,000 | 0.0002247443532981234
NNS | $150 | 0.0002247443532981234
NNS | $17,000 | 0.0002247443532981234
NNS | $18 | 0.0002247443532981234
NNS | $2 | 0.0004494887065962468
NNS | $2,000 | 0.0002247443532981234
NNS | $20 | 0.0003371165299471851
NNS | $20,000 | 0.0003371165299471851
NNS | $25 | 0.0003371165299471851
NNS | $25,000 | 0.0003371165299471851
NNS | $250 | 0.0003371165299471851
NNS | $28 | 0.0004494887065962468
NNS | $3 | 0.0002247443532981234
NNS | $37 | 0.0001123721766490617
NNS-HL | $37 | 0.006756756756756757
NNS | $4 | 0.0002247443532981234
NNS | $450 | 0.0002247443532981234
NNS | $5 | 0.0002247443532981234
NNS | $5,000 | 0.0004494887065962468
NNS | $50 | 0.0002247443532981234
NNS | $500 | 0.0004494887065962468
NNS | $500,000 | 0.0003371165299471851
NNS | $60 | 0.0004494887065962468
NNS | $600 | 0.0002247443532981234
NNS | $65 | 0.0002247443532981234
NNS | $700 | 0.0002247443532981234
NNS | $75 | 0.0002247443532981234
NNS | $80,738 | 0.0002247443532981234
NNS | $800 | 0.0003371165299471851
NNS | $85 | 0.0002247443532981234
NNS | $9 | 0.0002247443532981234
CC | & | 0.0027865502507895224
CC-HL | & | 0.0625
CC-TL | & | 0.24358974358974358
' | ' | 1.0
'' | '' | 1.0
CD | '55 | 0.0007049700387733521
PPO | 'em | 0.002074688796680498
( | ( | 1.0
(-HL | ( | 1.0
) | ) | 1.0
)-HL | ) | 1.0
, | , | 1.0
,-HL | , | 1.0
FW-RB-TL | , | 0.5
-- | -- | 1.0
---HL | -- | 1.0
. | . | 0.8680190930787589
.-HL | . | 0.803921568627451
CD | 1 | 0.01973916108565386
CD-HL | 1 | 0.05714285714285714
CD-TL | 1 | 0.04375
NN | 1% | 8.502678343678259e-05
CD | 1,000 | 0.0007049700387733521
CD | 1,700 | 0.0007049700387733521
CD | 1.24 | 0.0007049700387733521
CD | 1.5 | 0.0014099400775467042
CD | 10 | 0.015509340853013746
CD-TL | 10 | 0.00625
JJ | 10-year | 0.00041013021634368914
JJ | 10-year-old | 0.00020506510817184457
NN | 10-year-old | 4.2513391718391296e-05
CD | 100 | 0.0066972153683468455
NN | 100% | 8.502678343678259e-05
CD | 1065 | 0.0007049700387733521
CD | 1066 | 0.0007049700387733521
CD | 108 | 0.0007049700387733521
CD | 11 | 0.007049700387733521
CD-HL | 11 | 0.014285714285714285
CD | 110 | 0.00035248501938667606
CD-TL | 110 | 0.00625
CD-TL | 111 | 0.01875
CD | 12 | 0.008107155445893549
CD-TL | 12 | 0.01875
CD | 12,000 | 0.0007049700387733521
CD | 126 | 0.00035248501938667606
CD-TL | 126 | 0.00625
CD | 13 | 0.00634473034896017
CD | 130 | 0.0007049700387733521
CD | 133 | 0.00035248501938667606
CD-TL | 133 | 0.00625
OD | 13th | 0.010526315789473684
CD | 14 | 0.00634473034896017
CD-HL | 14 | 0.014285714285714285
CD-TL | 14 | 0.00625
OD-TL | 14th | 0.03333333333333333
CD | 15 | 0.00986958054282693
CD-HL | 15 | 0.02857142857142857
CD | 150 | 0.0007049700387733521
CD | 150,000,000 | 0.0007049700387733521
CD | 154 | 0.0010574550581600281
OD | 15th | 0.008421052631578947
OD-TL | 15th | 0.016666666666666666
CD | 16 | 0.003172365174480085
CD-HL | 16 | 0.014285714285714285
CD | 1611 | 0.0007049700387733521
CD | 1643 | 0.00035248501938667606
CD-TL | 1643 | 0.00625
OD | 16th | 0.004210526315789474
OD-TL | 16th | 0.03333333333333333
CD | 17 | 0.003172365174480085
CD-HL | 17 | 0.1
CD-TL | 17 | 0.00625
OD | 17th | 0.00631578947368421
OD-TL | 17th | 0.016666666666666666
CD | 18 | 0.007402185407120197
CD-HL | 18 | 0.05714285714285714
CD-TL | 18 | 0.00625
CD | 180 | 0.0014099400775467042
CD | 1899 | 0.0007049700387733521
FW-OD-TL | 18e | 0.6666666666666666
OD | 18th | 0.008421052631578947
CD | 19 | 0.0042298202326401125
CD-HL | 19 | 0.02857142857142857
CD-TL | 19 | 0.0125
CD | 1910 | 0.0014099400775467042
CD | 1912 | 0.0007049700387733521
CD | 1913 | 0.0007049700387733521
CD | 1917 | 0.0010574550581600281
CD | 1919 | 0.00035248501938667606
CD-TL | 1919 | 0.00625
CD | 192 | 0.0007049700387733521
CD | 1920 | 0.0017624250969333803
NNS | 1920's | 0.0002247443532981234
NNS | 1920s | 0.0002247443532981234
CD | 1921 | 0.0007049700387733521
CD | 1923 | 0.0007049700387733521
CD | 1924 | 0.0007049700387733521
CD | 1925 | 0.0010574550581600281
CD | 1927 | 0.0024673951357067326
CD | 1928 | 0.0014099400775467042
CD | 1930 | 0.0007049700387733521
NNS | 1930s | 0.0002247443532981234
CD | 1933 | 0.0007049700387733521
CD | 1934 | 0.0010574550581600281
CD | 1935 | 0.0010574550581600281
CD | 1937 | 0.0010574550581600281
CD | 1940 | 0.0007049700387733521
CD | 1941 | 0.0007049700387733521
CD | 1942 | 0.0007049700387733521
CD | 1944 | 0.0014099400775467042
CD | 1945 | 0.0017624250969333803
CD | 1946 | 0.0017624250969333803
CD | 1948 | 0.0021149101163200562
CD | 1949 | 0.0021149101163200562
CD | 195 | 0.0007049700387733521
CD | 1950 | 0.0017624250969333803
CD | 1951 | 0.0010574550581600281
CD | 1952 | 0.0010574550581600281
CD | 1953 | 0.0028198801550934085
CD | 1954 | 0.0035248501938667607
CD-HL | 1954 | 0.014285714285714285
CD | 1955 | 0.0021149101163200562
CD | 1956 | 0.003172365174480085
CD | 1957 | 0.003172365174480085
CD | 1958 | 0.0066972153683468455
CD | 1959 | 0.008812125484666901
CD | 1960 | 0.01515685583362707
CD-TL | 1960 | 0.0125
CD$ | 1960's | 1.0
NNS | 1960's | 0.0001123721766490617
CD | 1961 | 0.014451885794853719
CD | 1961-62 | 0.0007049700387733521
CD | 1962 | 0.003172365174480085
CD | 1963 | 0.0014099400775467042
CD | 1966 | 0.0010574550581600281
CD | 1980 | 0.0010574550581600281
CD | 1986 | 0.0007049700387733521
CD-HL | 1986 | 0.014285714285714285
OD | 19th | 0.00631578947368421
CD | 2 | 0.014099400775467043
CD-HL | 2 | 0.014285714285714285
CD-TL | 2 | 0.09375
NN | 2% | 8.502678343678259e-05
CD | 2,000 | 0.0010574550581600281
JJ | 2-run | 0.00020506510817184457
JJ | 2-year-old | 0.00010253255408592229
NN | 2-year-old | 8.502678343678259e-05
CD | 20 | 0.010574550581600282
NN | 20% | 8.502678343678259e-05
CD | 200 | 0.005287275290800141
OD | 20th | 0.00631578947368421
OD-TL | 20th | 0.016666666666666666
CD | 21 | 0.0038773352132534366
CD | 211 | 0.00035248501938667606
CD-TL | 211 | 0.00625
CD | 22 | 0.005992245329573493
CD-TL | 22 | 0.01875
JJ | 22-year-old | 0.00020506510817184457
CD | 229 | 0.00035248501938667606
CD-TL | 229 | 0.00625
CD | 23 | 0.007754670426506873
CD-HL | 23 | 0.014285714285714285
CD-TL | 23 | 0.0125
OD | 23d | 0.008421052631578947
CD | 24 | 0.005992245329573493
CD-HL | 24 | 0.04285714285714286
OD | 24th | 0.00631578947368421
OD-TL | 24th | 0.016666666666666666
CD | 25 | 0.00986958054282693
CD-TL | 25 | 0.00625
CD | 25,000 | 0.0010574550581600281
CD | 250 | 0.0007049700387733521
CD | 26 | 0.004582305252026789
CD-HL | 26 | 0.014285714285714285
CD | 27 | 0.0024673951357067326
CD | 28 | 0.0028198801550934085
CD | 280 | 0.0007049700387733521
CD | 29 | 0.003172365174480085
OD | 29th | 0.004210526315789474
OD-TL | 29th | 0.016666666666666666
OD | 2d | 0.002105263157894737
OD-TL | 2d | 0.016666666666666666
CD | 3 | 0.00986958054282693
CD-HL | 3 | 0.02857142857142857
CD-TL | 3 | 0.03125
OD | 3 | 0.002105263157894737
OD-TL | 3 | 0.016666666666666666
CD | 3,000 | 0.0010574550581600281
CD | 30 | 0.010574550581600282
CD | 30,000 | 0.0007049700387733521
CD | 30- | 0.0007049700387733521
CD | 30-odd | 0.0007049700387733521
CD | 300 | 0.0024673951357067326
CD | 300,000 | 0.0010574550581600281
CD | 31 | 0.0028198801550934085
CD-TL | 31 | 0.00625
CD | 32 | 0.0007049700387733521
CD-TL | 32 | 0.00625
CD | 3211 | 0.0007049700387733521
CD | 33 | 0.0007049700387733521
CD | 34 | 0.0007049700387733521
CD | 35 | 0.0024673951357067326
CD | 36 | 0.0007049700387733521
CD | 37 | 0.0007049700387733521
